name,body_part,equipment,gif_url,target,secondary_muscles,instructions,exercise_id
bodyweight squatting row,back,body weight,https://v2.exercisedb.io/image/nk-eqW3PCfJ-FU,upper back,"{biceps,shoulders}","{""Stand with your feet shoulder-width apart, holding onto a sturdy object or suspension trainer with your arms extended."",""Lower your body into a squat position, keeping your back straight and your knees behind your toes."",""From the squat position, pull your body up towards the object or suspension trainer, squeezing your shoulder blades together."",""Pause for a moment at the top, then slowly lower your body back down to the starting position."",""Repeat for the desired number of repetitions.""}",3168
bodyweight squatting row (with towel),back,body weight,https://v2.exercisedb.io/image/bPVOIAR4lQJRz8,upper back,"{biceps,shoulders}","{""Stand with your feet shoulder-width apart, holding a towel in front of you with your palms facing down."",""Bend your knees and lower your body into a squat position, keeping your back straight and your chest up."",""As you lower into the squat, simultaneously pull the towel towards your chest, squeezing your shoulder blades together."",""Pause for a moment at the bottom of the squat, then slowly return to the starting position while extending your arms."",""Repeat for the desired number of repetitions.""}",3167
bodyweight standing calf raise,lower legs,body weight,https://v2.exercisedb.io/image/cDI6jrLfOXQY3e,calves,"{ankles,feet}","{""Stand with your feet shoulder-width apart, toes pointing forward."",""Place your hands on a wall or stable surface for balance."",""Slowly raise your heels off the ground, lifting your body weight onto the balls of your feet."",""Pause for a moment at the top, then slowly lower your heels back down to the starting position."",""Repeat for the desired number of repetitions.""}",1373
bodyweight standing close-grip one arm row,back,body weight,https://v2.exercisedb.io/image/nJVgjsc4WnN67i,upper back,"{biceps,forearms}","{""Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand with a neutral grip."",""Bend forward at the hips, keeping your back straight and your core engaged."",""Pull the dumbbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together."",""Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""}",3156
bodyweight standing close-grip row,back,body weight,https://v2.exercisedb.io/image/mT2Z1yu6wx2aS-,upper back,"{biceps,forearms}","{""Stand with your feet shoulder-width apart and knees slightly bent."",""Bend forward at the waist, keeping your back straight and your core engaged."",""Extend your arms straight in front of you, gripping the bar or handles with a close grip."",""Pull the bar or handles towards your body, squeezing your shoulder blades together."",""Pause for a moment at the top of the movement, then slowly release and return to the starting position."",""Repeat for the desired number of repetitions.""}",3158
bodyweight standing one arm row,back,body weight,https://v2.exercisedb.io/image/HXrjKH-T4DyaL3,upper back,"{biceps,forearms}","{""Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand."",""Bend forward at the hips, keeping your back straight and your core engaged."",""Let the dumbbell hang straight down in front of you, with your arm fully extended."",""Pull the dumbbell up towards your chest, keeping your elbow close to your body."",""Squeeze your shoulder blades together at the top of the movement."",""Lower the dumbbell back down to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""}",3162
bodyweight standing one arm row (with towel),back,body weight,https://v2.exercisedb.io/image/y9Km8Bs0Gh8M01,upper back,"{biceps,forearms}","{""Stand with your feet shoulder-width apart, knees slightly bent, and hold a towel with one hand."",""Bend forward at the hips, keeping your back straight and your core engaged."",""Pull the towel towards your chest, squeezing your shoulder blades together."",""Pause for a moment at the top, then slowly lower the towel back to the starting position."",""Repeat for the desired number of repetitions, then switch to the other arm.""}",3161
bodyweight standing row,back,body weight,https://v2.exercisedb.io/image/G6pLisOW3QOyWr,upper back,"{biceps,shoulders}","{""Stand with your feet shoulder-width apart and knees slightly bent."",""Grasp a bar or handles with an overhand grip, palms facing down."",""Keep your back straight and core engaged."",""Pull the bar or handles towards your body, squeezing your shoulder blades together."",""Pause for a moment at the top of the movement."",""Slowly release and extend your arms back to the starting position."",""Repeat for the desired number of repetitions.""}",3166
bodyweight standing row (with towel),back,body weight,https://v2.exercisedb.io/image/Bj98hmOEPCQrjQ,upper back,"{biceps,shoulders}","{""Stand with your feet shoulder-width apart and hold a towel in front of you with both hands."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight."",""Pull the towel towards your chest, squeezing your shoulder blades together."",""Pause for a moment at the top, then slowly release the tension and return to the starting position."",""Repeat for the desired number of repetitions.""}",3165
bottoms-up,waist,body weight,https://v2.exercisedb.io/image/3eNcnZiKDEaTxz,abs,"{obliques,""hip flexors""}","{""Lie flat on your back with your legs extended and your arms by your sides."",""Bend your knees and bring them towards your chest, keeping your feet off the ground."",""Engaging your abs, lift your hips off the ground, bringing your knees towards your head."",""Pause for a moment at the top, then slowly lower your hips back down to the starting position."",""Repeat for the desired number of repetitions.""}",138
cable incline bench press,chest,cable,https://v2.exercisedb.io/image/7h9VUzvVfsulyY,pectorals,"{deltoids,triceps}","{""Adjust the bench to a 45-degree incline."",""Attach the cable handles to the high pulleys."",""Sit on the bench facing the cable machine with your feet flat on the ground."",""Grasp the handles with an overhand grip and bring them to shoulder height."",""Push the handles forward and upward until your arms are fully extended."",""Pause for a moment, then slowly lower the handles back to the starting position."",""Repeat for the desired number of repetitions.""}",169
box jump down with one leg stabilization,lower legs,body weight,https://v2.exercisedb.io/image/7Sot7tvXAYWOxE,calves,"{quadriceps,hamstrings,glutes}","{""Stand in front of a box or platform with your feet shoulder-width apart."",""Bend your knees and jump onto the box, landing softly with one foot on the box and the other foot hanging off the edge."",""Stabilize yourself on the box with the foot that is on it, while keeping the other foot off the ground."",""Hold this position for a few seconds, engaging your calf muscles to maintain balance."",""Slowly step down with the foot that is on the box, returning to the starting position."",""Repeat the exercise with the other leg.""}",1374
bridge - mountain climber (cross body),waist,body weight,https://v2.exercisedb.io/image/2t6b39cNwvEDoJ,abs,"{glutes,quadriceps,hamstrings,shoulders,triceps}","{""Start in a high plank position with your hands directly under your shoulders and your body in a straight line."",""Engage your core and lift your right foot off the ground, bringing your right knee towards your left elbow."",""Return your right foot to the starting position and repeat the movement with your left foot towards your right elbow."",""Continue alternating sides, moving at a controlled pace."",""Keep your hips level and avoid lifting your hips too high or sagging them too low."",""Maintain a steady breathing pattern throughout the exercise."",""Repeat for the desired number of repetitions.""}",2466
